t,y_euler,y_exact,error
0.58,0.9724715207314749,0.9721924766362313,0.00027904409524359686
0.585,0.9717914763773935,0.9715086650147196,0.00028281136267394036
0.59,0.9711010794249417,0.9708144933737272,0.0002865860512145657
0.595,0.9704002774233178,0.970109909603082,0.0002903678202358373
0.6,0.9696890185303991,0.96939486219937,0.0002941563310291384
0.605,0.9689672515122956,0.9686693002654947,0.00029795124680087604
0.61,0.9682349257428959,0.9679331735102303,0.0003017522326655975
0.615,0.9674919912034089,0.9671864322477681,0.0003055589556407723
0.62,0.966738398481896,0.9664290273972568,0.0003093710846392428
0.625,0.9659740987727992,0.9656609104823353,0.00031318829046389496
0.63,0.9651990438764613,0.9648820336306594,0.0003170102458018853
0.635,0.9644131861986397,0.9640923495734222,0.0003208366252175354
0.64,0.9636164787500138,0.9632918116448667,0.00032466710514711394
0.645,0.9628088751456851,0.9624803737817925,0.0003285013638926193
0.65,0.9619903296046715,0.9616579905230557,0.0003323390816157845
0.655,0.9611607969493934,0.9608246170090613,0.000336179940332082
0.66,0.9603202326051548,0.959980208981249,0.0003400236239057275
0.665,0.9594685925996158,0.9591247227815736,0.0003438698180422417
0.67,0.9586058335622599,0.9582581153519757,0.00034771821028423133
0.675,0.9577319127238528,0.957380344233848,0.0003515684900048388
0.68,0.9568467879158958,0.9564913675674931,0.0003554203484027463
0.685,0.955950417570071,0.9555911440915753,0.0003592734784957363
0.6900000000000001,0.9550427607176804,0.9546796331425651,0.00036312757511525184
0.6950000000000001,0.9541237769890775,0.9537567946541756,0.0003669823349018442
0.7000000000000001,0.9531934266130924,0.9528225891567945,0.0003708374562978456
0.705,0.9522516704164493,0.9518769777769053,0.00037469263954403864
0.71,0.9512984698231773,0.9509199222365049,0.0003785475866724397
0.715,0.950333786854014,0.9499513848525124,0.00038240200150163606
0.72,0.9493575841258017,0.94897132853617,0.00038625558963178985
0.725,0.9483698248508772,0.9479797167924386,0.0003901080584385319
0.73,0.9473704728364536,0.9469765137193854,0.00039395911706818776
0.735,0.9463594924839956,0.9459616840075631,0.00039780847643255957
0.74,0.9453368487885873,0.9449351929393838,0.00040165584920348607
0.745,0.9443025073382922,0.9438970063884843,0.0004055009498079576
0.75,0.9432564343135075,0.9428470908190849,0.0004093434944225649
0.755,0.942198596486309,0.94178541328534,0.00041318320096894734
0.76,0.9411289612197908,0.9407119414306828,0.0004170197891080196
0.765,0.9400474964673964,0.9396266434871605,0.00042085298023586404
0.77,0.9389541707722424,0.9385294882747642,0.0004246824974781793
0.775,0.9378489532664359,0.9374204452007503,0.0004285080656856177
0.78,0.9367318136703834,0.9362994842589556,0.0004323294114277898
0.785,0.9356027222920928,0.9351665760291024,0.00043614626299048886
0.79,0.9344616500264684,0.9340216916760998,0.00043995835036858555
0.795,0.9333085683545973,0.9328648029493344,0.0004437654052629192
0.8,0.9321434493430295,0.9316958821819549,0.0004475671610746357
0.805,0.9309662656430502,0.9305149022901497,0.00045136335290052454
0.81,0.9297769904899441,0.9293218367724153,0.00045515371752880007
0.8150000000000001,0.9285755977022532,0.9281166597088195,0.00045893799343366126
0.8200000000000001,0.9273620616810256,0.9268993457602542,0.000462715920771406
0.8250000000000001,0.9261363574090585,0.9256698701676838,0.00046648724137476894
0.8300000000000001,0.9248984604501325,0.9244282087513827,0.0004702516987498129
0.835,0.9236483469482382,0.9231743379101681,0.0004740090380700446
0.84,0.9223859936267962,0.9219082346206235,0.00047775900617264
0.845,0.9211113777878688,0.9206298764363152,0.00048150135155355933
0.85,0.9198244773113639,0.9193392414870007,0.0004852358243631061
0.855,0.918525270654232,0.9180363084778301,0.0004889621764018193
0.86,0.9172137368496548,0.9167210566885389,0.0004926801611159215
0.865,0.9158898555062268,0.9153934659726342,0.000496389533592656
0.87,0.9145536068071286,0.9140535167565726,0.0005000900505559569
0.875,0.9132049715092929,0.9127011900389302,0.0005037814703626742
0.88,0.9118439309425631,0.9113364673895654,0.000507463552997689
0.885,0.9104704670088432,0.9099593309487732,0.0005111360600699166
0.89,0.909084562181241,0.9085697634264331,0.0005147987548078659
0.895,0.9076861995032033,0.9071677481011473,0.000518451402055975
0.9,0.9062753625876427,0.9057532688193735,0.0005220937682692828
0.905,0.9048520356160579,0.9043263099945471,0.0005257256215107642
0.91,0.9034162033376446,0.902886856606199,0.0005293467314455569
0.915,0.9019678510684005,0.9014348941990618,0.000532956869338741
0.92,0.9005069646902207,0.8999704088821715,0.0005365558080492328
0.925,0.8990335306499869,0.8984933873279598,0.0005401433220271201
0.93,0.8975475359586476,0.8970038167713382,0.0005437191873093328
0.935,0.8960489681902908,0.8955016850087757,0.0005472831815150903
0.9400000000000001,0.8945378154812097,0.8939869803973668,0.0005508350838429044
0.9450000000000001,0.8930140665289591,0.8924596918538937,0.0005543746750653611
0.9500000000000001,0.8914777105914055,0.8909198088538792,0.0005579017375262341
0.9550000000000001,0.8899287374857678,0.8893673214306317,0.0005614160551361547
0.96,0.888367137587652,0.8878022201742835,0.0005649174133685042
0.965,0.886792901830076,0.8862244962308199,0.0005684055992560832
0.97,0.8852060217024883,0.8846341413011016,0.0005718804013866707
0.975,0.8836064892497776,0.883031147639878,0.0005753416098995823
0.98,0.8819942970712754,0.8814155080547936,0.0005787890164817844
0.985,0.8803694383197501,0.8797872159053863,0.0005822224143637866
0.99,0.8787319067003936,0.8781462651020769,0.0005856415983166441
0.995,0.8770816964697995,0.8764926501051522,0.0005890463646472943
1,0.8754188024349345,0.8748263659237393,0.0005924365111952268
1.0050000000000001,0.8737432199521006,0.8731474081147713,0.0005958118373292631
1.01,0.87205494492589,0.8714557727819471,0.0005991721439428943
1.0150000000000001,0.8703539738081323,0.8697514565746807,0.000602517233451616
1.02,0.8686403035968336,0.8680344566870455,0.0006058469097881547
1.025,0.8669139318351077,0.8663047708567074,0.0006091609784002472
1.03,0.865174856610099,0.864562397363853,0.0006124592462459777
1.035,0.8634230765518982,0.8628073350301082,0.0006157415217900031
1.04,0.8616585908324499,0.8610395832174484,0.0006190076150014434
1.045,0.8598813991644515,0.8592591418271032,0.0006222573373483309
1.05,0.8580915018002455,0.8574660112984496,0.0006254905017959445
1.055,0.856288899530703,0.8556601926079012,0.0006287069228018138
1.06,0.854473593684099,0.8538416872677856,0.0006319064163133881
1.065,0.8526455861249812,0.8520104973252176,0.0006350887997635946
1.07,0.8508048792530291,0.8501666253609612,0.0006382538920678416
1.075,0.8489514760019066,0.8483100744882858,0.0006414015136207984
1.08,0.847085379838106,0.8464408483518133,0.000644531486292621
1.085,0.8452065947597841,0.8445589511263588,0.0006476436334252877
1.09,0.8433151252955908,0.8426643875157607,0.0006507377798301572
1.095,0.8414109765034894,0.8407571627517063,0.0006538137517830833
1.1,0.8394941539695688,0.8388372825925461,0.0006568713770227497
1.105,0.8375646638068489,0.8369047533221031,0.0006599104847457848
1.11,0.8356225126540765,0.8349595817484717,0.0006629309056047639
1.115,0.8336677076745147,0.833001775202811,0.0006659324717036563
1.12,0.8317002565547236,0.8310313415381283,0.0006689150165952729
1.125,0.8297201675033335,0.8290482891280555,0.0006718783752780455
1.1300000000000001,0.8277274492498102,0.827052626865618,0.0006748223841922529
1.135,0.8257221110432119,0.8250443641619952,0.0006777468812166898
1.1400000000000001,0.8237041626509393,0.8230235109452726,0.0006806517056666683
1.145,0.8216736143574763,0.8209900776591876,0.0006835366982886892
1.1500000000000001,0.819630476963125,0.8189440752618657,0.0006864017012592205
1.155,0.8175747617827301,0.8168855152245502,0.0006892465581799234
1.16,0.8155064806443983,0.8148144095303227,0.0006920711140756541
1.165,0.8134256458882078,0.8127307706728172,0.000694875215390578
1.17,0.8113322703649104,0.8106346116549255,0.0006976587099849496
1.175,0.809226367434627,0.8085259459874944,0.0007004214471325598
1.18,0.8071079509655334,0.8064047876880167,0.0007031632775167385
1.185,0.8049770353325402,0.8042711512793119,0.0007058840532282451
1.19,0.8028336354159628,0.8021250517882019,0.0007085836277608282
1.195,0.8006777666001856,0.799966504744176,0.0007112618560096706
1.2,0.7985094447723174,0.797795526178051,0.0007139185942663939
1.205,0.7963286863208392,0.7956121326206211,0.0007165537002180589
1.21,0.794135508134244,0.7934163411013018,0.0007191670329422806
1.215,0.7919299275996695,0.7912081691467644,0.0007217584529051191
1.22,0.7897119626015222,0.7889876347795645,0.0007243278219577487
1.225,0.7874816315200949,0.786754756516761,0.0007268750033339044
1.23,0.785238953230175,0.7845095533685298,0.0007293998616452191
1.235,0.7829839470996467,0.782252044836766,0.0007319022628806682
1.24,0.780716632988084,0.7799822509136829,0.0007343820744011298
1.245,0.7784370312453375,0.7777001920803994,0.0007368391649380523
1.25,0.776145162710112,0.7754058893055225,0.0007392734045895688
1.2550000000000001,0.7738410487085378,0.7730993640437199,0.0007416846648178321
1.26,0.7715247110527333,0.7707806382342878,0.0007440728184455736
1.2650000000000001,0.7691961720393611,0.7684497342997068,0.0007464377396543265
1.27,0.7668554544481749,0.7661066751441954,0.000748779303979541
1.2750000000000001,0.7645025815405606,0.7637514841522511,0.000751097388309474
1.28,0.7621375770580684,0.7613841851871873,0.0007533918708810816
1.285,0.7597604652209379,0.7590048025896606,0.000755662631277243
1.29,0.7573712707266157,0.7566133611761913,0.0007579095504244293
1.295,0.7549700187482654,0.7542098862376768,0.0007601325105885959
1.3,0.75255673493327,0.7517944035378964,0.0007623313953736277
1.305,0.7501314454017266,0.7493669393120095,0.0007645060897171208
1.31,0.747694176744934,0.7469275202650453,0.0007666564798887165
1.315,0.7452449560238726,0.7444761735703865,0.0007687824534861054
1.32,0.742783810767677,0.7420129268682443,0.000770883899432695
1.325,0.7403107689721005,0.739537808264126,0.0007729607079745016
1.33,0.7378258590979732,0.7370508463272958,0.0007750127706773746
1.335,0.735329110069652,0.7345520700892281,0.0007770399804238881
1.34,0.7328205512734631,0.7320415090420525,0.000779042231410676
1.345,0.7303002125561381,0.7295191931369923,0.0007810194191457676
1.35,0.7277681242232411,0.7269851527827961,0.000782971440445035
1.355,0.7252243170375902,0.7244394188441602,0.0007848981934299726
1.36,0.72266882221767,0.7218820226401457,0.0007867995775243664
1.365,0.7201016714360388,0.719312995942587,0.0007886754934517404
1.37,0.7175228968177262,0.7167323709744936,0.0007905258432325812
1.375,0.7149325309386254,0.7141401804084446,0.0007923505301807854
1.3800000000000001,0.7123306068238772,0.7115364573649753,0.0007941494589018827
1.385,0.7097171579462469,0.7089212354109574,0.0007959225352894839
1.3900000000000001,0.7070922182244945,0.7062945485579721,0.0007976696665223937
1.395,0.7044558220217371,0.7036564312606748,0.0007993907610622797
1.4000000000000001,0.7018080041438041,0.7010069184151537,0.0008010857286503414
1.405,0.6991487998375863,0.6983460453572818,0.000802754480304424
1.41,0.6964782447893764,0.6956738478610593,0.0008043969283170194
1.415,0.6937963751232037,0.6929903621369522,0.000806012986251492
1.42,0.6911032273991606,0.690295624830221,0.000807602568939636
1.425,0.6883988386117232,0.6875896730192443,0.0008091655924788999
1.43,0.6856832461880639,0.6848725442138345,0.0008107019742293886
1.435,0.6829564879863572,0.6821442763535457,0.0008122116328115325
1.44,0.6802186022940794,0.6794049078059768,0.0008136944881025343
1.445,0.6774696278262997,0.6766544773650655,0.0008151504612342597
1.45,0.6747096037239662,0.6738930242493764,0.0008165794745897959
1.455,0.6719385695521831,0.6711205881003819,0.0008179814518012307
1.46,0.6691565652984832,0.6683372089807367,0.0008193563177465446
1.465,0.6663636313710911,0.6655429273725443,0.0008207039985468345
1.47,0.6635598085971817,0.6627377841756182,0.0008220244215634276
1.475,0.6607451382211305,0.6599218207057349,0.0008233175153955496
1.48,0.6579196619027576,0.6570950786928812,0.0008245832098764394
1.485,0.6550834217155654,0.6542576002794933,0.0008258214360721272
1.49,0.6522364601449685,0.6514094280186914,0.0008270321262771052
1.495,0.6493788200865177,0.6485506048725049,0.000828215214012773
1.5,0.6465105448441172,0.6456811742100936,0.0008293706340235518
1.5050000000000001,0.6436316781282351,0.6428011798059599,0.0008304983222752194
1.51,0.6407422640541071,0.6399106658381561,0.0008315982159509128
1.5150000000000001,0.6378423471399335,0.637009676886484,0.0008326702534494634
1.52,0.6349319723050703,0.6340982579306884,0.0008337143743818443
1.5250000000000001,0.6320111848682128,0.6311764543486443,0.0008347305195685051
1.53,0.6290800305455737,0.628244311914537,0.0008357186310367082
1.5350000000000001,0.6261385554490538,0.6253018767970356,0.0008366786520181968
1.54,0.6231868060844067,0.6223491955574615,0.0008376105269451983
1.545,0.6202248293493969,0.6193863151479482,0.000838514201448759
1.55,0.6172526725319522,0.6164132829095963,0.0008393896223558572
1.555,0.6142703833083079,0.6134301465706222,0.000840236737685629
1.56,0.611278009741147,0.6104369542444992,0.0008410554966478134
1.565,0.6082756002777326,0.6074337544280938,0.000841845849638867
1.57,0.6052632037480341,0.6044205959997941,0.0008426077482399652
1.575,0.6022408693628476,0.6013975282176337,0.0008433411452138939
1.58,0.5992086467119099,0.5983646007174076,0.0008440459945022738
1.585,0.5961665857620063,0.5953218635107835,0.0008447222512227848
1.59,0.5931147368550722,0.5922693669834058,0.0008453698716663904
1.595,0.5900531507062884,0.5892071618929944,0.0008459888132940074
1.6,0.5869818784021708,0.5861352993674358,0.0008465790347349511
1.605,0.5839009713986535,0.583053830902871,0.0008471404957824946
1.61,0.5808104815191663,0.5799628083617736,0.0008476731573926477
1.615,0.5777104609527055,0.5768622839710256,0.0008481769816799378
1.62,0.5746009622518999,0.573752310319984,0.0008486519319159669
1.625,0.5714820383310696,0.5706329403585446,0.0008490979725249703
1.6300000000000001,0.5683537424642796,0.5675042273951967,0.000849515069082929
1.635,0.5652161282833875,0.5643662250950746,0.000849903188312906
1.6400000000000001,0.5620692497760851,0.5612189874780017,0.0008502622980833818
1.645,0.5589131612839343,0.5580625689165293,0.0008505923674050342
1.6500000000000001,0.5557479175003975,0.5548970241339695,0.0008508933664280738
1.655,0.5525735734688619,0.5517224082024228,0.0008511652664391356
1.6600000000000001,0.5493901845806578,0.548538776540799,0.0008514080398588364
1.665,0.5461978065730723,0.5453461849128342,0.000851621660238111
1.67,0.5429964955273561,0.5421446894250995,0.0008518061022565471
1.675,0.5397863078667257,0.5389343465250067,0.0008519613417189431
1.68,0.5365673003543594,0.5357152129988074,0.0008520873555519781
1.685,0.5333395300913882,0.5324873459695859,0.0008521841218023241
1.69,0.5301030545148808,0.5292508028952477,0.0008522516196330931
1.695,0.5268579313958234,0.5260056415665022,0.0008522898293211734
1.7,0.5236042188370937,0.5227519201048393,0.0008522987322544529
1.705,0.5203419752714307,0.5194896969605016,0.0008522783109290444
1.71,0.517071259459397,0.5162190309104513,0.0008522285489457326
1.715,0.5137921304873382,0.5129399810563298,0.0008521494310084199
1.72,0.510504647765335,0.5096526068224155,0.0008520409429194631
1.725,0.5072088710251516,0.5063569679535727,0.0008519030715788967
1.73,0.5039048603181775,0.5030531245131983,0.0008517358049792145
1.735,0.5005926760133657,0.49974113688116073,0.0008515391322049259
1.74,0.49727237879516395,0.4964210657517366,0.0008513130434273375
1.745,0.49394402966144274,0.49309297213153935,0.0008510575299033873
1.75,0.4906076899214168,0.48975691733744503,0.0008507725839717595
1.7550000000000001,0.48726342119356225,0.4864129629945114,0.0008504581990508298
1.76,0.4839112854035288,0.48306117103389445,0.0008501143696343361
1.7650000000000001,0.48055134478204675,0.4797016036907565,0.0008497410912902681
1.77,0.47718366186282923,0.476334323502173,0.0008493383606562599
1.7750000000000001,0.47380829948046954,0.4729593933050314,0.0008489061754381466
1.78,0.47042532076833365,0.4695768762339282,0.0008484445344054681
1.7850000000000001,0.4670347891564481,0.46618683571905783,0.0008479534373902475
1.79,0.4636367683693826,0.4627893354841002,0.0008474328852824398
1.795,0.4602313224241289,0.4593844395441007,0.0008468828800282102
1.8,0.45681851562797376,0.4559722122033473,0.0008463034246264378
1.805,0.4533984125763685,0.4525527180532431,0.0008456945231253843
1.81,0.4499710781507929,0.4491260219701723,0.0008450561806205847
1.815,0.4465365775166156,0.4456921891133645,0.0008443884032510729
1.82,0.44309497612094884,0.4422512849227515,0.0008436911981973272
1.825,0.43964633969049993,0.43880337511682294,0.0008429645736769964
1.83,0.43619073422941723,0.4353485256904738,0.0008422085389434564
1.835,0.4327282260171325,0.43188680291285136,0.0008414231042811471
1.84,0.4292588816061986,0.4284182733251942,0.0008406082810043514
1.845,0.4257827678201227,0.4249430037386702,0.0008397640814524765
1.85,0.4222999517511957,0.4214610612322073,0.0008388905189884444
1.855,0.41881050075831716,0.4179725131503227,0.0008379876079944726
1.86,0.4153144824648159,0.4144774271009453,0.0008370553638705758
1.865,0.4118119647562667,0.4109758709532372,0.000836093803029514
1.87,0.40830301577830297,0.4074679128354072,0.0008351029428957935
1.875,0.40478770393442515,0.40395362113252403,0.0008340828019011148
1.8800000000000001,0.40126609788380513,0.4004330644843229,0.0008330333994822081
1.885,0.39773826653908695,0.39690631178300956,0.000831954756077391
1.8900000000000001,0.3942042790641832,0.3933734321710594,0.0008308468931237933
1.895,0.3906642048720679,0.38983449503901424,0.0008297098330536379
1.9000000000000001,0.38711811362256526,0.386289570023273,0.0008285435992922419
1.905,0.3835660752201349,0.3827387270038811,0.0008273482162537982
1.9100000000000001,0.3800081598116532,0.37918203610231377,0.0008261237093394325
1.915,0.37644443778419073,0.375619567679258,0.0008248701049327067
1.92,0.37287497976278644,0.37205139233238843,0.0008235874303980095
1.925,0.369299856608218,0.36847758089414134,0.0008222757140766701
1.93,0.3657191394147686,0.364898204429485,0.0008209349852835723
1.935,0.36213289950798994,0.3613133342336849,0.0008195652743050452
1.94,0.35854120844246246,0.35772304183006814,0.000818166612394311
1.945,0.3549441379995513,0.3541273989677813,0.0008167390317700418
1.95,0.35134176018515945,0.350526477619548,0.0008152825656114193
1.955,0.3477341472274772,0.34692034997942023,0.0008137972480569688
1.96,0.34412137157472855,0.34330908846052943,0.0008122831141991194
1.965,0.3405035058929141,0.33969276569283047,0.0008107402000836483
1.97,0.33688062306355104,0.3360714545208472,0.0008091685427038531
1.975,0.3332527961814095,0.33244522800140974,0.0008075681799997736
1.98,0.3296200985522464,0.3288141594013933,0.0008059391508530855
1.985,0.32598260369053556,0.3251783221954503,0.0008042814950852684
1.99,0.3223403853171954,0.3215377900637418,0.0008025952534536085
1.995,0.3186935173573131,0.31789263688966435,0.0008008804676487569
2,0.3150420739378662,0.314242936757576,0.0007991371802902325
2.005,0.3113861293854412,0.3105887639505164,0.0007973654349248127
2.0100000000000002,0.3077257582239491,0.3069301929479266,0.0007955652760224807
2.015,0.30406103517233857,0.3032672984233661,0.0007937367489724845
2.02,0.300392035142306,0.2996001552422243,0.0007918799000817267
2.025,0.29671883323600295,0.2959288384594326,0.0007899947765703796
2.0300000000000002,0.29304150474374097,0.29225342331717175,0.0007880814265692204
2.035,0.28936012514169374,0.28857398524257855,0.0007861398991151902
2.04,0.2856747700895967,0.2848905998454468,0.0007841702441498954
2.045,0.28198551542844413,0.28120334291592886,0.0007821725125152779
2.05,0.2782924371781839,0.27751229042223347,0.0007801467559504505
2.055,0.27459561153540946,0.2738175185083207,0.0007780930270887554
2.06,0.27089511487104967,0.2701191034915963,0.0007760113794533785
2.065,0.2671910237280564,0.2664171218606006,0.0007739018674557951
2.07,0.2634834148190897,0.26271165027269855,0.0007717645463911627
2.075,0.25977236502420065,0.2590027655517648,0.0007695994724358224
2.08,0.25605795138851223,0.25529054468586976,0.0007674067026424702
2.085,0.2523402511198979,0.25157506482495884,0.0007651862949390464
2.09,0.24861934158665808,0.24785640327853428,0.000762938308123795
2.095,0.2448953003151948,0.2441346375133321,0.0007606628018627104
2.1,0.24116820498768404,0.24040984515099903,0.0007583598366850131
2.105,0.23743813343974635,0.2366821039657649,0.0007560294739814566
2.11,0.23370516365811544,0.23295149188211556,0.0007536717759998868
2.115,0.22996937377830506,0.22921808697246251,0.0007512868058425493
2.12,0.22623084208227395,0.22548196745481272,0.0007488746274612323
2.125,0.22248964699608906,0.2217432116904333,0.0007464353056557682
2.13,0.2187458670875871,0.21800189818151736,0.0007439689060697308
2.1350000000000002,0.21499958106403444,0.21425810556884706,0.0007414754951873825
2.14,0.21125086776978538,0.21051191262945668,0.0007389551403287065
2.145,0.2074998061839389,0.2067633982742902,0.0007364079096487119
2.15,0.2037464754179938,0.2030126415458619,0.0007338338721318838
2.1550000000000002,0.19999095471350248,0.19925972161591246,0.0007312330975900172
